LossChange	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.00072193844	38.84934210777283	62	178.16666666666666	30.910713712598458	200.0	132.0	178.16666666666666	30.910713712598458	1069	65723
0.0008303942	39.64844250679016	63	192.33333333333334	17.143187827498387	200.0	154.0	192.33333333333334	17.143187827498387	1154	66877
0.00073244376	40.418509006500244	64	188.16666666666666	26.46013773374751	200.0	129.0	188.16666666666666	26.46013773374751	1129	68006
0.00080505817	41.139015436172485	65	184.16666666666666	30.355760939601268	200.0	117.0	184.16666666666666	30.355760939601268	1105	69111
0.00014606328	41.95626473426819	66	196.83333333333334	7.080881928749334	200.0	181.0	196.83333333333334	7.080881928749334	1181	70292
0.0	42.803330183029175	67	200.0	0.0	200.0	200.0	200.0	0.0	1200	71492
0.0013448328	43.62982201576233	68	194.5	12.298373876248844	200.0	167.0	194.5	12.298373876248844	1167	72659
-0.00024261326	44.45945596694946	69	199.0	2.23606797749979	200.0	194.0	199.0	2.23606797749979	1194	73853
0.0004062365	45.22980213165283	70	198.5	2.9297326385411577	200.0	192.0	198.5	2.9297326385411577	1191	75044
0.0011121966	45.953001737594604	71	169.83333333333334	40.20952070785668	200.0	102.0	169.83333333333334	40.20952070785668	1019	76063
0.00080201495	46.76085686683655	72	192.0	14.247806848775006	200.0	161.0	192.0	14.247806848775006	1152	77215
0.0015910827	47.54485607147217	73	185.5	31.100643080167973	200.0	116.0	185.5	31.100643080167973	1113	78328
0.0	48.357131481170654	74	200.0	0.0	200.0	200.0	200.0	0.0	1200	79528
0.00045575993	49.153218030929565	75	194.66666666666666	11.92569587999888	200.0	168.0	194.66666666666666	11.92569587999888	1168	80696
0.0	49.91049313545227	76	200.0	0.0	200.0	200.0	200.0	0.0	1200	81896
0.0	50.64907479286194	77	200.0	0.0	200.0	200.0	200.0	0.0	1200	83096
0.00040678517	51.51052284240723	78	195.66666666666666	9.689627902499089	200.0	174.0	195.66666666666666	9.689627902499089	1174	84270
0.0	52.35730791091919	79	200.0	0.0	200.0	200.0	200.0	0.0	1200	85470
0.0	53.228254318237305	80	200.0	0.0	200.0	200.0	200.0	0.0	1200	86670
0.0005234219	54.023282289505005	81	185.66666666666666	29.870089089626468	200.0	119.0	185.66666666666666	29.870089089626468	1114	87784
0.0012485903	54.86703276634216	82	196.5	7.826237921249264	200.0	179.0	196.5	7.826237921249264	1179	88963
0.0	55.69753670692444	83	200.0	0.0	200.0	200.0	200.0	0.0	1200	90163
0.0	56.52097702026367	84	200.0	0.0	200.0	200.0	200.0	0.0	1200	91363
0.0	57.347068548202515	85	200.0	0.0	200.0	200.0	200.0	0.0	1200	92563
0.0	58.1760835647583	86	200.0	0.0	200.0	200.0	200.0	0.0	1200	93763
0.00045180507	58.93906879425049	87	178.5	45.017589155055084	200.0	78.0	178.5	45.017589155055084	1071	94834
0.00045409845	59.762553215026855	88	199.83333333333334	0.3726779962499649	200.0	199.0	199.83333333333334	0.3726779962499649	1199	96033
0.0	60.59286713600159	89	200.0	0.0	200.0	200.0	200.0	0.0	1200	97233
0.0	61.41343426704407	90	200.0	0.0	200.0	200.0	200.0	0.0	1200	98433
0.0	62.23719334602356	91	200.0	0.0	200.0	200.0	200.0	0.0	1200	99633
0.0	63.06804847717285	92	200.0	0.0	200.0	200.0	200.0	0.0	1200	100833
0.0	63.92481350898743	93	200.0	0.0	200.0	200.0	200.0	0.0	1200	102033
0.0	64.72877168655396	94	200.0	0.0	200.0	200.0	200.0	0.0	1200	103233
0.0	65.55092644691467	95	200.0	0.0	200.0	200.0	200.0	0.0	1200	104433
0.0	66.39778518676758	96	200.0	0.0	200.0	200.0	200.0	0.0	1200	105633
0.0	67.21807837486267	97	200.0	0.0	200.0	200.0	200.0	0.0	1200	106833
0.0	68.02371072769165	98	200.0	0.0	200.0	200.0	200.0	0.0	1200	108033
0.0	68.81070351600647	99	200.0	0.0	200.0	200.0	200.0	0.0	1200	109233
