Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.7125318050384521	0	23.928571428571427	9.669275979057774	49.0	10.0	23.928571428571427	9.669275979057774	1005	1005
2.3989663124084473	1	28.8	13.62518676149851	63.0	11.0	28.8	13.62518676149851	1008	2013
3.0384538173675537	2	25.846153846153847	15.259361920891108	81.0	9.0	25.846153846153847	15.259361920891108	1008	3021
3.6527953147888184	3	29.794117647058822	18.296221743950476	76.0	10.0	29.794117647058822	18.296221743950476	1013	4034
4.221891164779663	4	28.02777777777778	17.834869265806102	78.0	10.0	28.02777777777778	17.834869265806102	1009	5043
4.893342733383179	5	24.73170731707317	12.618268580241791	72.0	11.0	24.73170731707317	12.618268580241791	1014	6057
5.458528995513916	6	24.476190476190474	9.938472852022361	51.0	11.0	24.476190476190474	9.938472852022361	1028	7085
6.042573690414429	7	25.871794871794872	11.948993063851601	58.0	10.0	25.871794871794872	11.948993063851601	1009	8094
6.630675554275513	8	23.558139534883722	11.20486257728665	59.0	10.0	23.558139534883722	11.20486257728665	1013	9107
